Player ID,Player Name,Overall Rating,Potential Value,Potential String,Height,Height Value,League,League Value,Position,Position Value,Country,Country Value,Volatility,Volatility Factor,Precision,Precision Factor,Overall Component,Potential Component,Height Component,League Component,Position Component,Country Component,Pre-Random Total,Random Factor,Final Value
998,Carter Bear,67.0,55,Top Line,6'0,50,OHL,57.0,LW,87.5,Canada,100,High,0.62,Medium,0.65,12.462,7.757749999999999,6.25,2.85,10.9375,5.0,45.25725,1.0026956442848327,45.379247447309744
1006,Cameron Reid,67.0,40,Top 3,6'0,50,OHL,57.0,LD,92.5,Canada,100,Medium,0.82,Low,0.5,16.482,5.739999999999999,6.25,2.85,11.5625,5.0,47.8845,1.0011695774918294,47.94050463340751
1009,Jack Nesbitt,66.0,40,Top 6 F,6'4,75,OHL,57.0,C,100,Canada,100,Medium,0.82,Medium,0.65,16.235999999999997,7.462,9.375,2.85,12.5,5.0,53.422999999999995,0.9730093645182532,51.98107928065863
1011,Ivan Ryabkin,66.0,55,Top Line,5'11,50,USHL,47.0,C,100,Russia,50,High,0.62,Low,0.5,12.276,5.9675,6.25,2.35,12.5,2.5,41.843500000000006,1.021192840066497,42.73028260332247
1017,Milton Gastrin,65.0,40,Top 6 F,6'2,75,USHL,47.0,C,100,Canada,100,Medium,0.82,Medium,0.65,15.989999999999998,7.462,9.375,2.35,12.5,5.0,52.677,0.9979127609151826,52.56705050672907
1008,Cameron Schmidt,65.0,55,Top Line,5'8,0,WHL,56.0,RW,88,Canada,100,Medium,0.82,Low,0.5,15.989999999999998,7.892499999999998,0.0,2.8000000000000003,11.0,5.0,42.6825,1.02313799383625,43.67008742191573
1016,William Moore,64.0,40,Top 6 F,6'2,75,USHL,47.0,C,100,United States,100,High,0.62,Medium,0.65,11.904,5.642,9.375,2.35,12.5,5.0,46.771,0.9908919375062518,46.3450068091049
1015,Joshua Ravensbergen,64.0,88,Game Breaker,6'4,75,WHL,56.0,G,72.5,Canada,100,High,0.62,Medium,0.65,11.904,12.412399999999998,9.375,2.8000000000000003,9.0625,5.0,50.5539,1.0072232817686122,50.91906506420224
1010,Cole Reschny,64.0,55,Top Line,5'10,30,WHL,56.0,C,100,Canada,100,High,0.62,Medium,0.65,11.904,7.757749999999999,3.75,2.8000000000000003,12.5,5.0,43.711749999999995,1.0198579312979108,44.579774928411446
1014,Blake Fiddler,63.0,33,Top 4,6'4,75,WHL,56.0,RD,95.5,United States,100,Medium,0.82,Medium,0.65,15.497999999999998,6.156149999999999,9.375,2.8000000000000003,11.9375,5.0,50.76665,0.9889060505749355,50.20344735242005
